@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Medusa","FacelessVoid","Terrorblade","Tinker","WitchDoctor",11,2504,"win"
"PhantomAssassin","Kunkka","LegionCommander","Sniper","Rubick",-11,2504,"lose"
"Anti-Mage","Huskar","PhantomAssassin","WitchDoctor","Medusa",-1,2912,"win"
"WraithKing","OgreMagi","Lion","AncientApparition","Juggernaut",1,2912,"lose"
"Oracle","BountyHunter","Earthshaker","Chen","Axe",-19,2987,"lose"
"Venomancer","Gyrocopter","DrowRanger","FacelessVoid","PhantomAssassin",19,2987,"win"
"Viper","FacelessVoid","Huskar","Techies","Tiny",1,3168,"lose"
"PhantomLancer","DrowRanger","TreantProtector","Pudge","PhantomAssassin",-1,3168,"win"
"ShadowShaman","Pugna","Bristleback","Spectre","Kunkka",-23,2242,"lose"
"Medusa","LegionCommander","Pudge","Visage","Slark",23,2242,"win"
"Riki","ShadowFiend","Earthshaker","PhantomAssassin","Mirana",4,2853,"lose"
"Alchemist","SpiritBreaker","Tusk","Slardar","ChaosKnight",-4,2853,"win"
"Sniper","NyxAssassin","EmberSpirit","Axe","Omniknight",20,2737,"win"
"LegionCommander","PhantomAssassin","DrowRanger","Riki","QueenofPain",-20,2737,"lose"
"Weaver","BountyHunter","Medusa","NightStalker","Lina",22,2279,"win"
"CrystalMaiden","Bloodseeker","DeathProphet","Axe","LegionCommander",-22,2279,"lose"
"PhantomAssassin","Spectre","Lich","Ursa","WitchDoctor",46,2621,"win"
"Morphling","SkywrathMage","Clinkz","OgreMagi","Sven",-46,2621,"lose"
"PhantomAssassin","Omniknight","WraithKing","Warlock","QueenofPain",20,1934,"win"
"KeeperoftheLight","Mirana","Slardar","Sven","Tinker",-20,1934,"lose"
"Juggernaut","PhantomAssassin","Mirana","Riki","Earthshaker",-8,2901,"lose"
"ShadowShaman","ElderTitan","ShadowFiend","WraithKing","Clinkz",8,2901,"win"
"NyxAssassin","Mirana","Pudge","Weaver","Oracle",31,1815,"win"
"Juggernaut","Timbersaw","BountyHunter","Enchantress","Batrider",-31,1815,"lose"
"WraithKing","Kunkka","Visage","Sniper","Puck",31,3342,"win"
"BountyHunter","Morphling","Silencer","SpiritBreaker","Invoker",-31,3342,"lose"
"CentaurWarrunner","Axe","Pugna","Juggernaut","Zeus",9,2605,"win"
"Lifestealer","ShadowFiend","Riki","DrowRanger","CrystalMaiden",1,2600,"win"
"Puck","Mirana","Morphling","PhantomAssassin","Juggernaut",-1,2600,"lose"
"Juggernaut","LegionCommander","CrystalMaiden","Tiny","Mirana",25,2243,"win"
"Lina","Riki","Slark","NyxAssassin","LegionCommander",41,2511,"win"
"BountyHunter","Bloodseeker","Pugna","Kunkka","Sniper",-41,2511,"lose"
"TreantProtector","WraithKing","Mirana","Pugna","Bristleback",-29,1943,"lose"
"Juggernaut","OgreMagi","Mirana","Alchemist","Tinker",13,2646,"win"
"Lifestealer","Necrophos","StormSpirit","Sven","Gyrocopter",-13,2646,"lose"
"Anti-Mage","Io","Tinker","Invoker","Mirana",-11,2365,"lose"
"Bloodseeker","Ursa","Pudge","Riki","Sniper",38,2820,"lose"
"Sven","DeathProphet","Windranger","NightStalker","Juggernaut",-38,2820,"win"
"Timbersaw","Undying","Doom","Broodmother","LegionCommander",-2,2698,"lose"
"ArcWarden","DragonKnight","ShadowFiend","PhantomAssassin","Pudge",2,2698,"win"
"WitchDoctor","Windranger","Enigma","Mirana","DrowRanger",19,1577,"win"
"Tidehunter","Earthshaker","QueenofPain","Juggernaut","VengefulSpirit",-19,1577,"lose"
"Doom","Juggernaut","Slardar","Axe","DrowRanger",17,2290,"win"
"Clinkz","EmberSpirit","Pudge","PhantomAssassin","Clockwerk",-17,2290,"lose"
"Lifestealer","OgreMagi","Tidehunter","Mirana","Gyrocopter",15,2403,"win"
"PhantomAssassin","Nature'sProphet","NyxAssassin","Terrorblade","SkywrathMage",-15,2403,"lose"
"Lion","Windranger","WraithKing","VengefulSpirit","Slark",24,2081,"win"
"Kunkka","WitchDoctor","Juggernaut","EmberSpirit","Disruptor",-24,2081,"lose"
"Kunkka","NyxAssassin","Clinkz","WitchDoctor","Riki",8,4026,"win"
"CrystalMaiden","QueenofPain","Pudge","Alchemist","Riki",-20,3281,"lose"
"Anti-Mage","Sniper","SkywrathMage","Huskar","Earthshaker",2,3725,"lose"
"Windranger","Clockwerk","SpiritBreaker","Kunkka","EmberSpirit",-2,3725,"win"
"Kunkka","DrowRanger","Slardar","LegionCommander","Pudge",0,334,"lose"
"Mirana","ChaosKnight","DrowRanger","Lifestealer","Timbersaw",30,1445,"win"
"Sniper","Weaver","FacelessVoid","Juggernaut","Tinker",-30,1445,"lose"
"Weaver","ShadowDemon","Undying","Abaddon","Ursa",61,1280,"win"
"Zeus","Bloodseeker","Lina","DrowRanger","Sven",-61,1280,"lose"
"Viper","Sniper","FacelessVoid","Warlock","TemplarAssassin",27,1485,"win"
"Juggernaut","Sven","Bristleback","ShadowFiend","Timbersaw",-27,1485,"lose"
"undefined","undefined","FacelessVoid","Slark","undefined",0,0,"lose"
"Sniper","Lion","PhantomAssassin","Juggernaut","FacelessVoid",-3,4182,"win"
"Lion","Mirana","Kunkka","Timbersaw","LegionCommander",-20,3810,"lose"
"Techies","Huskar","Pudge","Medusa","FacelessVoid",20,3810,"win"
"Riki","Bristleback","Huskar","Lion","StormSpirit",-22,3207,"lose"
"Oracle","Meepo","Pudge","Axe","Medusa",-12,3170,"lose"
"PhantomAssassin","Tidehunter","SandKing","Invoker","OgreMagi",12,3170,"win"
"PhantomAssassin","Slark","LegionCommander","BountyHunter","Pudge",20,1912,"lose"
"Invoker","Doom","Necrophos","FacelessVoid","WraithKing",-26,1837,"lose"
"ShadowShaman","Slardar","Slark","Beastmaster","Zeus",26,1837,"win"
"Timbersaw","ShadowShaman","Alchemist","Nature'sProphet","Morphling",-1,3418,"win"
"Pugna","LegionCommander","Bloodseeker","Enigma","DrowRanger",1,3418,"lose"
"WraithKing","Luna","Huskar","Dazzle","Zeus",-27,2380,"win"
"Invoker","Sven","SpiritBreaker","Lifestealer","Morphling",27,2380,"lose"
"WraithKing","DragonKnight","Slark","Viper","KeeperoftheLight",11,2288,"win"
"Invoker","Anti-Mage","Clockwerk","Tusk","Abaddon",-11,2288,"lose"
"Tiny","OgreMagi","Kunkka","Weaver","BountyHunter",-32,2636,"lose"
"Juggernaut","Mirana","Invoker","Beastmaster","SandKing",32,2636,"win"
"PhantomAssassin","KeeperoftheLight","Kunkka","Tinker","Earthshaker",-4,4000,"win"
"Axe","CrystalMaiden","SpiritBreaker","Invoker","LegionCommander",4,4000,"lose"
"Riki","Lion","Sniper","Tiny","TemplarAssassin",-16,2758,"lose"
"WraithKing","Timbersaw","Windranger","Doom","Anti-Mage",16,2758,"win"
"Windranger","TreantProtector","Puck","Pudge","DrowRanger",-29,2010,"lose"
"LegionCommander","PhantomAssassin","Timbersaw","SkywrathMage","Huskar",29,2010,"win"
"Pudge","Tiny","Meepo","Juggernaut","CrystalMaiden",-21,1890,"lose"
"Riki","LegionCommander","KeeperoftheLight","Zeus","Puck",21,1890,"win"
"Bloodseeker","Clinkz","Weaver","Slark","Zeus",29,3381,"win"
"Necrophos","Windranger","LegionCommander","Pugna","Slark",-5,3014,"win"
"Nature'sProphet","Timbersaw","Axe","Juggernaut","Omniknight",33,1515,"win"
"Huskar","PhantomLancer","Phoenix","Slark","AncientApparition",-33,1515,"lose"
"LegionCommander","Terrorblade","Bloodseeker","WraithKing","OgreMagi",5,2661,"win"
"Tidehunter","Juggernaut","Magnus","Mirana","Huskar",11,1762,"win"
"Anti-Mage","Warlock","Huskar","Phoenix","Undying",-37,2207,"lose"
"Timbersaw","Lion","PhantomAssassin","Riki","Invoker",37,2207,"win"
"Sven","Lina","Necrophos","BountyHunter","LegionCommander",-18,2791,"lose"
"ArcWarden","PhantomAssassin","Ursa","Zeus","Kunkka",18,2791,"win"
"Sniper","Huskar","Alchemist","Slardar","FacelessVoid",-37,3018,"lose"
"NightStalker","TrollWarlord","Timbersaw","Windranger","Pudge",26,2519,"win"
"PhantomAssassin","Juggernaut","Ursa","Slark","Warlock",8,2577,"win"
"Clinkz","Sniper","ShadowFiend","Terrorblade","Nature'sProphet",-8,2577,"lose"
"KeeperoftheLight","PhantomAssassin","Axe","Lifestealer","SpiritBreaker",11,2857,"win"
"Sven","CrystalMaiden","Morphling","WitchDoctor","Mirana",-11,2857,"lose"
"Riki","Pudge","Tusk","SandKing","Timbersaw",18,2402,"win"
"PhantomAssassin","Nature'sProphet","VengefulSpirit","Tiny","Anti-Mage",-18,2402,"lose"
"Pudge","DrowRanger","Ursa","Mirana","Batrider",29,2257,"win"
"Invoker","LegionCommander","Zeus","Lina","FacelessVoid",-29,2257,"lose"
"FacelessVoid","Anti-Mage","Luna","Zeus","Sniper",4,3293,"win"
"LegionCommander","Magnus","Bloodseeker","Sven","Huskar",-4,3293,"lose"
"Bristleback","Timbersaw","EarthSpirit","LegionCommander","Terrorblade",14,3195,"win"
"Earthshaker","Sniper","OgreMagi","PhantomAssassin","Luna",37,2457,"win"
"Visage","Undying","LegionCommander","Pudge","Anti-Mage",18,1923,"win"
"Magnus","Slark","Windranger","OgreMagi","FacelessVoid",-18,1923,"lose"
"BountyHunter","Slark","Anti-Mage","Kunkka","Sniper",-20,2562,"lose"
"Viper","Disruptor","Axe","PhantomLancer","WraithKing",20,2562,"win"
"Zeus","Mirana","Sven","Lifestealer","ShadowShaman",3,2063,"lose"
"Rubick","Medusa","DrowRanger","Mirana","Earthshaker",6,3491,"win"
"PhantomLancer","Abaddon","Axe","Sniper","Pudge",-6,3491,"lose"
"PhantomAssassin","Warlock","StormSpirit","LegionCommander","Spectre",10,2728,"win"
"Lifestealer","Puck","KeeperoftheLight","Sven","NyxAssassin",-10,2728,"lose"
"Spectre","Medusa","OgreMagi","Tinker","Bloodseeker",-24,2435,"lose"
"Sven","Pudge","Lifestealer","ShadowShaman","LegionCommander",24,2435,"win"
"Invoker","Axe","Tidehunter","FacelessVoid","SpiritBreaker",-13,2460,"lose"
"Nature'sProphet","PhantomAssassin","Clockwerk","CentaurWarrunner","Mirana",13,2460,"win"
"Juggernaut","Invoker","Timbersaw","WitchDoctor","Jakiro",-1,2880,"lose"
"Alchemist","PhantomAssassin","ShadowDemon","Mirana","ElderTitan",1,2880,"win"
"Tusk","ChaosKnight","Necrophos","Lina","PhantomLancer",-6,3104,"win"
"PhantomAssassin","Lion","Bane","Slark","TemplarAssassin",6,3104,"lose"
"StormSpirit","FacelessVoid","Necrophos","Sniper","Sven",3,2793,"win"
"NightStalker","Mirana","LegionCommander","DrowRanger","Lina",-3,2793,"lose"
"Clinkz","ShadowFiend","Juggernaut","PhantomAssassin","CrystalMaiden",46,1515,"win"
"Bristleback","Anti-Mage","Lifestealer","Bloodseeker","WraithKing",-46,1515,"lose"
"VengefulSpirit","WitchDoctor","Medusa","LegionCommander","PhantomAssassin",11,2285,"win"
"Viper","NyxAssassin","FacelessVoid","Alchemist","WinterWyvern",-11,2285,"lose"
"Juggernaut","Slark","PhantomLancer","Mirana","Omniknight",24,2341,"win"
"CrystalMaiden","PhantomAssassin","Invoker","Io","WraithKing",-24,2341,"lose"
"KeeperoftheLight","Invoker","DrowRanger","Dazzle","WinterWyvern",-1,432,"lose"
"ChaosKnight","LegionCommander","FacelessVoid","Earthshaker","Anti-Mage",-27,2347,"lose"
"ShadowFiend","Gyrocopter","PhantomAssassin","WraithKing","Pudge",27,2347,"win"
"SpiritBreaker","PhantomAssassin","Pudge","Oracle","Lina",7,2866,"win"
"EmberSpirit","Gyrocopter","Lifestealer","Slark","Lion",-7,2866,"lose"
"Spectre","Phoenix","Venomancer","Nature'sProphet","Axe",15,1731,"win"
"Juggernaut","Mirana","Visage","Kunkka","Invoker",-15,1731,"lose"
"Juggernaut","Lifestealer","Nature'sProphet","Sven","Huskar",-27,1576,"lose"
"Bristleback","WraithKing","Weaver","Dazzle","Mirana",27,1576,"win"
"Nature'sProphet","Slark","TreantProtector","Alchemist","Lion",6,2414,"win"
"Juggernaut","TemplarAssassin","Lich","Magnus","Sven",-6,2414,"lose"
"Slark","AncientApparition","SpiritBreaker","Zeus","Batrider",47,2729,"win"
"Brewmaster","Sniper","Mirana","Juggernaut","DrowRanger",-15,2957,"lose"
"Lion","Ursa","Zeus","Chen","Slardar",15,2957,"win"
"SandKing","Zeus","Clinkz","Medusa","BountyHunter",30,2492,"win"
"DrowRanger","WraithKing","Sven","LegionCommander","Anti-Mage",-30,2492,"lose"
"FacelessVoid","Rubick","Morphling","DrowRanger","StormSpirit",20,2028,"win"
"Mirana","ShadowDemon","Axe","EmberSpirit","NyxAssassin",-20,2028,"lose"
"PhantomLancer","Io","DrowRanger","Omniknight","Sniper",35,2067,"lose"
"Luna","Bristleback","Invoker","FacelessVoid","Omniknight",-4,2388,"win"
"Ursa","Bloodseeker","Pudge","Timbersaw","Mirana",4,2388,"lose"
"Lifestealer","PhantomAssassin","SpiritBreaker","Spectre","Slark",19,2347,"win"
"Invoker","Timbersaw","LegionCommander","StormSpirit","ShadowFiend",-19,2347,"lose"
"FacelessVoid","Sniper","ShadowFiend","Timbersaw","WraithKing",15,1084,"win"
"Riki","Zeus","Earthshaker","CrystalMaiden","Rubick",-11,2451,"lose"
"Sniper","TrollWarlord","LegionCommander","WraithKing","Lifestealer",11,2451,"win"
"Slark","Abaddon","Invoker","Omniknight","Clinkz",20,1998,"win"
"Lifestealer","PhantomAssassin","Windranger","Lion","Zeus",-20,1998,"lose"
"Spectre","StormSpirit","Pudge","AncientApparition","Timbersaw",21,3384,"win"
"Mirana","Slark","LegionCommander","Jakiro","FacelessVoid",5,2714,"win"
"WitchDoctor","Bristleback","Tinker","SpiritBreaker","Juggernaut",-5,2714,"lose"
"Gyrocopter","Spectre","Lifestealer","SpiritBreaker","Juggernaut",20,3204,"win"
"Bristleback","Riki","PhantomAssassin","TrollWarlord","Axe",-20,3204,"lose"
"Huskar","TrollWarlord","Earthshaker","ShadowShaman","ShadowFiend",-2,2933,"win"
"DrowRanger","Morphling","FacelessVoid","Lina","Bloodseeker",2,2933,"lose"
"FacelessVoid","OutworldDevourer","Pudge","SpiritBreaker","Slark",32,2671,"win"
"Anti-Mage","SandKing","LegionCommander","Silencer","Windranger",-32,2671,"lose"
"Terrorblade","CrystalMaiden","Viper","LegionCommander","Tinker",13,1785,"win"
"Disruptor","WinterWyvern","Abaddon","Mirana","Bristleback",-13,1785,"lose"
"StormSpirit","Windranger","Earthshaker","Necrophos","PhantomAssassin",17,2980,"win"
"Slardar","Slark","Axe","Timbersaw","Pudge",-17,2980,"lose"
"Juggernaut","Broodmother","Riki","Enigma","Sniper",0,2377,"lose"
"Pudge","Anti-Mage","Terrorblade","ElderTitan","Mirana",0,2377,"win"
"Pudge","Sven","Windranger","Rubick","Enigma",42,2245,"win"
"Riki","Slark","Pudge","Ursa","Windranger",22,2604,"win"
"BountyHunter","PhantomAssassin","CrystalMaiden","Lifestealer","Enigma",-22,2604,"lose"
"Pudge","TreantProtector","Windranger","Lifestealer","PhantomAssassin",-43,2246,"lose"
"Viper","Riki","Nature'sProphet","WitchDoctor","Axe",43,2246,"win"
"Pudge","Necrophos","CrystalMaiden","Morphling","Tiny",-8,1996,"lose"
"LegionCommander","Mirana","Axe","Lich","Juggernaut",8,1996,"win"
"Kunkka","Viper","Huskar","LegionCommander","Weaver",-8,3293,"lose"
"SpiritBreaker","Alchemist","BountyHunter","Ursa","PhantomAssassin",8,3293,"win"
"Timbersaw","Ursa","PhantomAssassin","Tinker","Nature'sProphet",24,2513,"win"
"Batrider","Medusa","Tinker","Earthshaker","PhantomAssassin",-24,2998,"lose"
"Silencer","OgreMagi","Lycan","Anti-Mage","Kunkka",24,2998,"win"
"OgreMagi","Sven","Sniper","Axe","Huskar",-33,2689,"lose"
"PhantomAssassin","Bristleback","Lina","Bloodseeker","Ursa",33,2689,"win"
"WitchDoctor","Slark","SpiritBreaker","StormSpirit","WraithKing",-23,2140,"lose"
"Omniknight","LegionCommander","Riki","Bloodseeker","Mirana",23,2140,"win"
"Bristleback","VengefulSpirit","Axe","Juggernaut","Anti-Mage",-14,3795,"win"
"LegionCommander","Batrider","Pudge","Invoker","Earthshaker",14,3795,"lose"
"DrowRanger","Anti-Mage","VengefulSpirit","Axe","Mirana",-22,3785,"lose"
"WitchDoctor","ArcWarden","EarthSpirit","ShadowFiend","Slark",22,3785,"win"
"Anti-Mage","Omniknight","Pudge","Lion","Sniper",20,1697,"win"
"Alchemist","Gyrocopter","WraithKing","SkywrathMage","Anti-Mage",9,3014,"win"
"Puck","Alchemist","Juggernaut","Invoker","Silencer",-14,2923,"lose"
"Tidehunter","DrowRanger","Anti-Mage","StormSpirit","AncientApparition",14,2923,"win"
"Undying","Anti-Mage","Lich","StormSpirit","Slark",0,290,"lose"
"VengefulSpirit","DrowRanger","Mirana","Tidehunter","Rubick",11,1795,"win"
"TemplarAssassin","Juggernaut","WinterWyvern","Timbersaw","FacelessVoid",-11,1795,"lose"
"ShadowFiend","Timbersaw","Weaver","OgreMagi","Mirana",7,3750,"win"
"Bloodseeker","BountyHunter","Mirana","Slark","Lion",-10,1945,"lose"
"Chen","Magnus","Techies","Medusa","TemplarAssassin",10,1945,"win"
"Oracle","Bloodseeker","StormSpirit","DrowRanger","Nature'sProphet",7,2667,"win"
"Kunkka","Io","ShadowDemon","VengefulSpirit","NyxAssassin",-7,2667,"lose"
"Huskar","Sniper","LegionCommander","Riki","Lifestealer",16,3054,"win"
"PhantomAssassin","Ursa","Bristleback","Leshrac","Bloodseeker",-16,3054,"lose"
"Timbersaw","Omniknight","StormSpirit","Morphling","Ursa",-3,2915,"lose"
"Alchemist","Luna","Sniper","SkywrathMage","OgreMagi",3,2915,"win"
"Slark","undefined","undefined","WraithKing","undefined",0,0,"lose"
"Luna","Medusa","Chen","Axe","Kunkka",-5,1962,"lose"
"Tiny","WitchDoctor","Warlock","DrowRanger","Bloodseeker",5,1962,"win"
"Pudge","Luna","Morphling","EmberSpirit","Mirana",-12,1870,"lose"
"Tinker","Invoker","Juggernaut","DrowRanger","FacelessVoid",12,1870,"win"
"Doom","Enigma","Alchemist","Clinkz","Anti-Mage",-14,2195,"lose"
"Earthshaker","Omniknight","AncientApparition","ArcWarden","Morphling",14,2195,"win"
"Meepo","Enigma","PhantomAssassin","Phoenix","Rubick",1,2893,"lose"
"ShadowDemon","DrowRanger","VengefulSpirit","Invoker","Axe",-1,2893,"win"
"Timbersaw","Juggernaut","Kunkka","Lion","Invoker",10,1270,"win"
"Medusa","Pudge","QueenofPain","Riki","LegionCommander",-10,1270,"lose"
"PhantomAssassin","Earthshaker","LegionCommander","Lifestealer","Invoker",9,796,"win"
"Tinker","Morphling","PhantomLancer","DarkSeer","Sven",-9,796,"lose"
"Disruptor","Juggernaut","Alchemist","Mirana","PhantomAssassin",-40,1515,"lose"
"ShadowFiend","DrowRanger","Sven","Riki","Omniknight",40,1515,"win"
"DrowRanger","Pudge","WraithKing","Tinker","Necrophos",11,2603,"win"
"Anti-Mage","Juggernaut","Riki","Axe","Zeus",-6,3450,"win"
"Nature'sProphet","WraithKing","NyxAssassin","Invoker","Mirana",6,3450,"lose"
"LegionCommander","Bloodseeker","Invoker","Tidehunter","SpiritBreaker",-19,2748,"lose"
"Visage","Necrophos","PhantomAssassin","Sniper","Slark",19,2748,"win"
"Luna","Slark","Beastmaster","Timbersaw","Tiny",-31,2402,"lose"
"LegionCommander","Disruptor","Mirana","Windranger","PhantomLancer",31,2402,"win"
"Axe","Rubick","Morphling","Mirana","Tinker",15,2408,"win"
"Anti-Mage","Enchantress","PhantomAssassin","Lich","Kunkka",-15,2408,"lose"
"Necrophos","PhantomAssassin","Anti-Mage","Pudge","Mirana",-29,2140,"lose"
"Sven","Axe","Sniper","DrowRanger","Omniknight",29,2140,"win"
"PhantomAssassin","Axe","Lion","Batrider","ElderTitan",29,2308,"win"
"OutworldDevourer","Terrorblade","Bristleback","WitchDoctor","Rubick",-29,2308,"lose"
"Sniper","Riki","Warlock","Tinker","Sven",-28,3705,"lose"
"Axe","Razor","Viper","WitchDoctor","Bristleback",36,2237,"win"
"Invoker","Rubick","Earthshaker","Venomancer","Mirana",-36,2237,"lose"
"Invoker","Sven","Abaddon","NightStalker","Sniper",34,1968,"win"
"Juggernaut","Alchemist","Lina","Timbersaw","PhantomAssassin",-34,1968,"lose"
"Sniper","Dazzle","Earthshaker","Ursa","Windranger",-44,2350,"lose"
